Date;City;Temperature (°C);Sky Condition;Humidity (%);Wind Direction
18.4.2020;Nitra;29.9;Clear;82;SW
19.4.2020;Nitra;10.0;Snowy;46;NW
20.4.2020;Nitra;28.5;Rainy;71;SW
21.4.2020;Nitra;22.7;Snowy;39;SW
22.4.2020;Nitra;-8.7;Clear;42;N
23.4.2020;Nitra;-9.4;Cloudy;98;SE
24.4.2020;Nitra;17.1;Rainy;71;SW
25.4.2020;Nitra;19.9;Cloudy;51;E
26.4.2020;Nitra;17.5;Snowy;48;E
27.4.2020;Nitra;11.1;Clear;58;S
28.4.2020;Nitra;28.3;Foggy;35;W
29.4.2020;Nitra;0.7;Rainy;27;S
30.4.2020;Nitra;22.0;Rainy;84;NE
1.5.2020;Nitra;33.1;Rainy;83;S
2.5.2020;Nitra;4.1;Snowy;50;NW
3.5.2020;Nitra;14.0;Rainy;78;S
4.5.2020;Nitra;24.9;Snowy;58;W
5.5.2020;Nitra;10.8;Cloudy;30;N
6.5.2020;Nitra;16.6;Snowy;22;W
7.5.2020;Nitra;20.1;Snowy;29;NE
8.5.2020;Nitra;-7.0;Rainy;77;S
9.5.2020;Nitra;29.9;Rainy;67;SE
10.5.2020;Nitra;26.7;Cloudy;27;W
11.5.2020;Nitra;1.3;Snowy;27;SE
12.5.2020;Nitra;-4.2;Rainy;81;W
13.5.2020;Nitra;0.5;Cloudy;67;S
14.5.2020;Nitra;-8.9;Clear;28;E
15.5.2020;Nitra;15.4;Cloudy;72;W
16.5.2020;Nitra;7.6;Foggy;92;NW
17.5.2020;Nitra;28.5;Rainy;45;W
18.5.2020;Nitra;26.9;Rainy;32;W
19.5.2020;Nitra;9.3;Snowy;46;NE
20.5.2020;Nitra;18.1;Snowy;55;NW
21.5.2020;Nitra;8.4;Clear;30;W
22.5.2020;Nitra;20.0;Rainy;78;S
23.5.2020;Nitra;13.3;Cloudy;24;SE
24.5.2020;Nitra;5.3;Foggy;50;NW
25.5.2020;Nitra;-1.4;Snowy;94;W
26.5.2020;Nitra;28.2;Foggy;56;E
27.5.2020;Nitra;33.8;Snowy;67;E
28.5.2020;Nitra;22.9;Cloudy;24;NE
29.5.2020;Nitra;11.2;Rainy;47;S
30.5.2020;Nitra;14.1;Rainy;73;NW
31.5.2020;Nitra;21.9;Cloudy;93;NW
1.6.2020;Nitra;15.0;Clear;83;SW
2.6.2020;Nitra;16.5;Snowy;57;NE
3.6.2020;Nitra;28.7;Clear;20;S
4.6.2020;Nitra;-8.4;Rainy;20;SW
5.6.2020;Nitra;13.9;Clear;47;N
6.6.2020;Nitra;7.6;Clear;21;S
7.6.2020;Nitra;0.5;Snowy;99;N
8.6.2020;Nitra;32.4;Cloudy;37;N
9.6.2020;Nitra;5.5;Foggy;63;S
10.6.2020;Nitra;6.3;Foggy;48;NW
11.6.2020;Nitra;23.3;Foggy;56;NW
12.6.2020;Nitra;9.8;Foggy;95;NE
13.6.2020;Nitra;2.0;Snowy;20;NE
14.6.2020;Nitra;16.7;Foggy;66;SE
15.6.2020;Nitra;-6.9;Snowy;92;S
16.6.2020;Nitra;15.1;Rainy;45;E
17.6.2020;Nitra;16.0;Cloudy;48;NE
18.6.2020;Nitra;-9.6;Cloudy;65;NW
19.6.2020;Nitra;-5.7;Foggy;77;E
20.6.2020;Nitra;26.6;Cloudy;55;NE
21.6.2020;Nitra;14.5;Clear;33;N
22.6.2020;Nitra;2.5;Cloudy;46;W
23.6.2020;Nitra;16.9;Foggy;30;NE
24.6.2020;Nitra;26.7;Clear;59;S
25.6.2020;Nitra;3.5;Snowy;59;E
26.6.2020;Nitra;8.9;Foggy;57;E
27.6.2020;Nitra;13.3;Cloudy;32;SW
