Date;City;Temperature (°C);Sky Condition;Humidity (%);Wind Direction
22.2.2020;Bratislava;-9.6;Cloudy;56;S
23.2.2020;Bratislava;33.3;Snowy;67;E
24.2.2020;Bratislava;-9.8;Clear;74;N
25.2.2020;Bratislava;13.7;Rainy;89;SW
26.2.2020;Bratislava;5.2;Foggy;27;W
27.2.2020;Bratislava;19.5;Snowy;93;SE
28.2.2020;Bratislava;-5.2;Rainy;99;SW
29.2.2020;Bratislava;-5.5;Rainy;77;W
1.3.2020;Bratislava;28.9;Foggy;56;E
2.3.2020;Bratislava;10.5;Foggy;23;SE
3.3.2020;Bratislava;16.1;Snowy;80;E
4.3.2020;Bratislava;30.6;Clear;93;NE
5.3.2020;Bratislava;33.7;Foggy;70;W
6.3.2020;Bratislava;-9.0;Clear;77;N
7.3.2020;Bratislava;33.8;Snowy;67;E
8.3.2020;Bratislava;11.8;Snowy;100;E
9.3.2020;Bratislava;29.1;Rainy;26;W
10.3.2020;Bratislava;25.7;Rainy;92;E
11.3.2020;Bratislava;-0.1;Cloudy;61;NE
12.3.2020;Bratislava;1.9;Cloudy;93;SW
13.3.2020;Bratislava;19.7;Rainy;75;SW
14.3.2020;Bratislava;-0.7;Rainy;42;NW
15.3.2020;Bratislava;2.6;Clear;63;SW
16.3.2020;Bratislava;11.3;Cloudy;75;NW
17.3.2020;Bratislava;30.7;Snowy;53;N
18.3.2020;Bratislava;23.9;Foggy;29;NE
19.3.2020;Bratislava;-5.5;Rainy;55;SE
20.3.2020;Bratislava;25.4;Foggy;56;S
21.3.2020;Bratislava;-5.6;Foggy;43;S
22.3.2020;Bratislava;22.3;Cloudy;93;W
23.3.2020;Bratislava;27.9;Cloudy;78;S
24.3.2020;Bratislava;-6.1;Snowy;80;NE
25.3.2020;Bratislava;0.7;Clear;33;SE
26.3.2020;Bratislava;15.6;Cloudy;79;NW
27.3.2020;Bratislava;16.4;Snowy;56;S
28.3.2020;Bratislava;21.0;Clear;81;SE
29.3.2020;Bratislava;30.4;Cloudy;28;SE
30.3.2020;Bratislava;16.9;Rainy;37;W
31.3.2020;Bratislava;1.5;Rainy;91;W
1.4.2020;Bratislava;19.7;Foggy;78;W
2.4.2020;Bratislava;9.4;Rainy;68;E
3.4.2020;Bratislava;22.3;Rainy;74;S
4.4.2020;Bratislava;3.2;Clear;34;W
5.4.2020;Bratislava;29.2;Rainy;74;NE
6.4.2020;Bratislava;10.7;Snowy;90;W
7.4.2020;Bratislava;3.6;Cloudy;72;N
8.4.2020;Bratislava;19.1;Foggy;75;S
9.4.2020;Bratislava;12.1;Rainy;44;SE
10.4.2020;Bratislava;24.3;Clear;22;SW
11.4.2020;Bratislava;11.3;Clear;56;W
12.4.2020;Bratislava;-9.3;Foggy;35;E
13.4.2020;Bratislava;26.1;Cloudy;79;SW
14.4.2020;Bratislava;30.1;Clear;51;S
15.4.2020;Bratislava;9.5;Rainy;30;SW
16.4.2020;Bratislava;28.5;Foggy;93;W
17.4.2020;Bratislava;-2.2;Cloudy;64;NW
18.4.2020;Bratislava;20.0;Foggy;55;E
19.4.2020;Bratislava;-6.6;Foggy;36;SW
20.4.2020;Bratislava;-5.7;Cloudy;36;SW
21.4.2020;Bratislava;4.7;Clear;92;SW
22.4.2020;Bratislava;12.4;Clear;63;NW
23.4.2020;Bratislava;-10.0;Clear;56;N
24.4.2020;Bratislava;31.7;Cloudy;86;NE
25.4.2020;Bratislava;6.7;Foggy;31;S
26.4.2020;Bratislava;30.9;Clear;93;W
27.4.2020;Bratislava;25.6;Foggy;100;NE
28.4.2020;Bratislava;20.9;Snowy;52;SW
29.4.2020;Bratislava;13.8;Rainy;60;NW
30.4.2020;Bratislava;26.9;Cloudy;34;NE
1.5.2020;Bratislava;18.4;Clear;77;E
2.5.2020;Bratislava;-1.3;Foggy;22;NW
3.5.2020;Bratislava;33.5;Snowy;64;NE
4.5.2020;Bratislava;5.9;Snowy;76;NE
5.5.2020;Bratislava;15.4;Cloudy;49;SE
6.5.2020;Bratislava;8.8;Cloudy;27;E
7.5.2020;Bratislava;-6.8;Rainy;83;NW
8.5.2020;Bratislava;10.4;Snowy;59;NW
9.5.2020;Bratislava;32.2;Snowy;23;SW
10.5.2020;Bratislava;18.4;Foggy;95;SW
11.5.2020;Bratislava;21.9;Clear;89;E
12.5.2020;Bratislava;16.8;Foggy;39;S
13.5.2020;Bratislava;24.1;Cloudy;40;NE
14.5.2020;Bratislava;19.8;Snowy;48;SE
15.5.2020;Bratislava;30.0;Snowy;38;SE
16.5.2020;Bratislava;11.6;Foggy;86;W
17.5.2020;Bratislava;-1.2;Cloudy;29;SW
18.5.2020;Bratislava;26.7;Cloudy;22;W
19.5.2020;Bratislava;29.6;Snowy;28;W
20.5.2020;Bratislava;-5.2;Foggy;37;S
21.5.2020;Bratislava;13.8;Cloudy;80;SW
22.5.2020;Bratislava;2.4;Cloudy;80;SE
23.5.2020;Bratislava;2.3;Snowy;82;W
24.5.2020;Bratislava;5.6;Rainy;33;NE
25.5.2020;Bratislava;13.6;Clear;37;E
26.5.2020;Bratislava;19.6;Rainy;48;E
27.5.2020;Bratislava;16.6;Cloudy;82;W
28.5.2020;Bratislava;7.7;Clear;85;S
29.5.2020;Bratislava;11.7;Clear;87;NE
30.5.2020;Bratislava;-2.6;Snowy;37;E
31.5.2020;Bratislava;16.7;Clear;95;W
1.6.2020;Bratislava;-4.1;Foggy;25;SW
2.6.2020;Bratislava;29.1;Foggy;82;SW
3.6.2020;Bratislava;5.2;Snowy;53;S
4.6.2020;Bratislava;24.8;Rainy;34;W
5.6.2020;Bratislava;-6.9;Cloudy;34;N
6.6.2020;Bratislava;-3.4;Rainy;60;E
7.6.2020;Bratislava;16.8;Rainy;34;SE
8.6.2020;Bratislava;5.9;Rainy;29;W
9.6.2020;Bratislava;29.3;Rainy;56;N
10.6.2020;Bratislava;2.1;Snowy;52;E
11.6.2020;Bratislava;5.9;Snowy;94;NE
12.6.2020;Bratislava;30.5;Foggy;69;SW
13.6.2020;Bratislava;20.4;Snowy;98;NE
14.6.2020;Bratislava;-3.3;Rainy;81;NE
15.6.2020;Bratislava;31.7;Clear;70;W
16.6.2020;Bratislava;25.9;Rainy;80;N
17.6.2020;Bratislava;16.4;Foggy;40;W
18.6.2020;Bratislava;21.4;Rainy;40;E
19.6.2020;Bratislava;11.6;Cloudy;46;NW
20.6.2020;Bratislava;6.6;Foggy;91;S
21.6.2020;Bratislava;6.2;Foggy;49;NW
22.6.2020;Bratislava;24.5;Cloudy;96;W
23.6.2020;Bratislava;-6.9;Cloudy;40;NW
24.6.2020;Bratislava;-0.2;Clear;86;N
25.6.2020;Bratislava;0.1;Snowy;59;SE
26.6.2020;Bratislava;16.0;Clear;56;E
27.6.2020;Bratislava;-4.7;Rainy;32;S
28.6.2020;Bratislava;2.5;Foggy;81;SW
29.6.2020;Bratislava;18.8;Foggy;49;SW
30.6.2020;Bratislava;-7.6;Cloudy;94;S
1.7.2020;Bratislava;19.6;Cloudy;96;E
2.7.2020;Bratislava;17.3;Clear;70;W
3.7.2020;Bratislava;7.0;Foggy;87;SW
4.7.2020;Bratislava;16.7;Clear;27;NE
5.7.2020;Bratislava;4.0;Clear;43;W
6.7.2020;Bratislava;-7.1;Foggy;92;E
7.7.2020;Bratislava;18.7;Cloudy;77;SW
8.7.2020;Bratislava;0.2;Clear;28;W
9.7.2020;Bratislava;-2.4;Foggy;28;N
10.7.2020;Bratislava;-5.5;Rainy;100;E
11.7.2020;Bratislava;0.7;Cloudy;20;SW
12.7.2020;Bratislava;2.8;Cloudy;90;NW
13.7.2020;Bratislava;29.0;Snowy;51;S
14.7.2020;Bratislava;32.3;Clear;24;E
15.7.2020;Bratislava;23.3;Rainy;29;SW
16.7.2020;Bratislava;19.3;Foggy;75;N
17.7.2020;Bratislava;4.8;Rainy;52;N
18.7.2020;Bratislava;18.1;Cloudy;64;S
