Date;City;Temperature (°C);Sky Condition;Humidity (%);Wind Direction
26.6.2020;Zilina;4.6;Foggy;89;SW
27.6.2020;Zilina;0.4;Clear;91;SE
28.6.2020;Zilina;30.0;Cloudy;78;SW
29.6.2020;Zilina;29.7;Clear;81;W
30.6.2020;Zilina;16.2;Cloudy;97;W
1.7.2020;Zilina;2.5;Cloudy;85;S
2.7.2020;Zilina;23.4;Snowy;98;NE
3.7.2020;Zilina;12.6;Foggy;83;N
4.7.2020;Zilina;6.5;Rainy;22;NW
5.7.2020;Zilina;3.8;Snowy;58;NE
6.7.2020;Zilina;13.0;Clear;41;E
7.7.2020;Zilina;3.2;Rainy;31;SW
8.7.2020;Zilina;34.0;Snowy;53;SW
9.7.2020;Zilina;0.2;Clear;41;W
10.7.2020;Zilina;-4.3;Snowy;58;NW
11.7.2020;Zilina;34.3;Rainy;37;SE
12.7.2020;Zilina;21.8;Cloudy;72;NE
13.7.2020;Zilina;4.0;Cloudy;30;N
14.7.2020;Zilina;5.7;Foggy;55;N
15.7.2020;Zilina;15.5;Cloudy;99;SE
16.7.2020;Zilina;29.3;Rainy;55;E
17.7.2020;Zilina;19.6;Cloudy;58;E
18.7.2020;Zilina;6.8;Snowy;68;NE
