Date;City;Temperature (°C);Sky Condition;Humidity (%);Wind Direction
30.6.2020;Trnava;17.5;Clear;31;SE
1.7.2020;Trnava;27.2;Clear;65;SW
2.7.2020;Trnava;4.8;Snowy;24;SE
3.7.2020;Trnava;9.7;Snowy;28;N
4.7.2020;Trnava;1.4;Rainy;52;E
5.7.2020;Trnava;-9.8;Clear;44;NE
6.7.2020;Trnava;20.0;Cloudy;26;NE
7.7.2020;Trnava;5.6;Snowy;79;S
8.7.2020;Trnava;18.8;Foggy;48;E
9.7.2020;Trnava;12.1;Clear;46;W
10.7.2020;Trnava;9.9;Rainy;85;W
11.7.2020;Trnava;18.6;Clear;100;E
12.7.2020;Trnava;-6.2;Clear;34;NE
13.7.2020;Trnava;33.5;Snowy;71;NE
14.7.2020;Trnava;3.2;Snowy;100;NE
15.7.2020;Trnava;11.8;Clear;61;NE
16.7.2020;Trnava;26.9;Cloudy;87;E
17.7.2020;Trnava;31.2;Foggy;40;W
18.7.2020;Trnava;9.8;Snowy;77;N
