Date;City;Temperature (°C);Sky Condition;Humidity (%);Wind Direction
5.2.2020;Banska Bystrica;1.8;Foggy;29;W
6.2.2020;Banska Bystrica;16.6;Cloudy;41;S
7.2.2020;Banska Bystrica;3.5;Snowy;86;N
8.2.2020;Banska Bystrica;24.1;Cloudy;65;SW
9.2.2020;Banska Bystrica;29.3;Cloudy;99;N
10.2.2020;Banska Bystrica;7.3;Cloudy;81;SE
11.2.2020;Banska Bystrica;5.4;Foggy;80;S
12.2.2020;Banska Bystrica;6.1;Foggy;67;E
13.2.2020;Banska Bystrica;31.7;Rainy;33;SW
14.2.2020;Banska Bystrica;13.1;Snowy;42;SE
15.2.2020;Banska Bystrica;0.8;Rainy;20;NE
16.2.2020;Banska Bystrica;33.5;Foggy;53;SW
17.2.2020;Banska Bystrica;26.6;Clear;97;W
18.2.2020;Banska Bystrica;-6.0;Snowy;68;SW
19.2.2020;Banska Bystrica;-6.5;Clear;24;N
20.2.2020;Banska Bystrica;22.2;Snowy;60;NE
21.2.2020;Banska Bystrica;20.6;Cloudy;73;S
22.2.2020;Banska Bystrica;2.9;Foggy;33;NW
23.2.2020;Banska Bystrica;25.8;Snowy;20;NW
24.2.2020;Banska Bystrica;13.1;Rainy;58;NE
25.2.2020;Banska Bystrica;6.5;Snowy;32;S
26.2.2020;Banska Bystrica;-9.0;Foggy;34;SW
27.2.2020;Banska Bystrica;30.9;Clear;35;S
28.2.2020;Banska Bystrica;4.4;Snowy;97;SE
29.2.2020;Banska Bystrica;28.1;Cloudy;20;SE
1.3.2020;Banska Bystrica;-4.4;Snowy;57;S
2.3.2020;Banska Bystrica;5.2;Rainy;37;SW
3.3.2020;Banska Bystrica;3.9;Clear;95;NE
4.3.2020;Banska Bystrica;14.2;Rainy;26;NW
5.3.2020;Banska Bystrica;5.2;Foggy;73;SW
6.3.2020;Banska Bystrica;24.9;Snowy;52;NE
7.3.2020;Banska Bystrica;17.7;Rainy;85;NW
8.3.2020;Banska Bystrica;9.5;Rainy;98;SE
9.3.2020;Banska Bystrica;11.3;Clear;95;W
10.3.2020;Banska Bystrica;10.0;Cloudy;30;SE
11.3.2020;Banska Bystrica;-9.0;Snowy;78;N
12.3.2020;Banska Bystrica;-7.4;Rainy;89;S
13.3.2020;Banska Bystrica;32.9;Rainy;46;S
14.3.2020;Banska Bystrica;14.9;Snowy;56;NE
15.3.2020;Banska Bystrica;17.3;Foggy;37;E
16.3.2020;Banska Bystrica;-9.2;Cloudy;89;E
17.3.2020;Banska Bystrica;-2.5;Foggy;95;W
18.3.2020;Banska Bystrica;-4.1;Cloudy;86;W
19.3.2020;Banska Bystrica;-7.6;Foggy;98;E
20.3.2020;Banska Bystrica;-0.1;Cloudy;59;NE
21.3.2020;Banska Bystrica;23.1;Rainy;98;SE
22.3.2020;Banska Bystrica;11.8;Rainy;95;W
23.3.2020;Banska Bystrica;-9.2;Cloudy;88;W
24.3.2020;Banska Bystrica;6.5;Foggy;75;N
25.3.2020;Banska Bystrica;18.5;Snowy;71;E
26.3.2020;Banska Bystrica;32.5;Clear;23;NW
27.3.2020;Banska Bystrica;26.2;Foggy;95;SW
28.3.2020;Banska Bystrica;8.7;Cloudy;49;NE
29.3.2020;Banska Bystrica;17.8;Clear;62;SW
30.3.2020;Banska Bystrica;5.2;Snowy;68;SE
31.3.2020;Banska Bystrica;19.6;Rainy;65;N
1.4.2020;Banska Bystrica;-6.2;Foggy;87;NE
2.4.2020;Banska Bystrica;27.9;Cloudy;30;S
3.4.2020;Banska Bystrica;29.0;Foggy;42;S
4.4.2020;Banska Bystrica;9.6;Snowy;23;E
5.4.2020;Banska Bystrica;20.5;Cloudy;32;SW
6.4.2020;Banska Bystrica;20.3;Foggy;83;E
7.4.2020;Banska Bystrica;-4.2;Rainy;85;SE
8.4.2020;Banska Bystrica;6.9;Rainy;76;S
9.4.2020;Banska Bystrica;-5.1;Clear;66;SE
10.4.2020;Banska Bystrica;33.6;Clear;83;SW
11.4.2020;Banska Bystrica;6.1;Cloudy;49;SE
12.4.2020;Banska Bystrica;-7.8;Foggy;88;N
13.4.2020;Banska Bystrica;3.2;Cloudy;86;N
14.4.2020;Banska Bystrica;6.0;Rainy;94;NW
15.4.2020;Banska Bystrica;15.9;Cloudy;79;NE
16.4.2020;Banska Bystrica;9.9;Foggy;79;NW
17.4.2020;Banska Bystrica;26.5;Foggy;33;SE
18.4.2020;Banska Bystrica;7.8;Snowy;73;N
19.4.2020;Banska Bystrica;-1.0;Foggy;71;NE
20.4.2020;Banska Bystrica;-1.3;Clear;46;E
21.4.2020;Banska Bystrica;28.8;Snowy;54;E
22.4.2020;Banska Bystrica;-2.6;Foggy;78;NE
23.4.2020;Banska Bystrica;27.5;Cloudy;85;SE
24.4.2020;Banska Bystrica;-9.3;Snowy;80;N
25.4.2020;Banska Bystrica;12.9;Snowy;27;NW
26.4.2020;Banska Bystrica;2.1;Snowy;31;NW
27.4.2020;Banska Bystrica;19.4;Clear;21;SW
28.4.2020;Banska Bystrica;-2.7;Rainy;65;SE
29.4.2020;Banska Bystrica;1.1;Rainy;24;W
30.4.2020;Banska Bystrica;26.9;Cloudy;65;E
1.5.2020;Banska Bystrica;22.7;Rainy;69;S
2.5.2020;Banska Bystrica;19.9;Rainy;25;NE
3.5.2020;Banska Bystrica;-6.0;Clear;45;S
4.5.2020;Banska Bystrica;18.1;Cloudy;77;W
5.5.2020;Banska Bystrica;34.6;Rainy;52;SW
6.5.2020;Banska Bystrica;16.3;Snowy;44;W
7.5.2020;Banska Bystrica;11.2;Cloudy;37;NE
8.5.2020;Banska Bystrica;35.0;Clear;43;SE
9.5.2020;Banska Bystrica;29.9;Foggy;34;SW
10.5.2020;Banska Bystrica;25.5;Snowy;56;W
11.5.2020;Banska Bystrica;-5.3;Clear;74;SE
12.5.2020;Banska Bystrica;-4.2;Rainy;30;E
13.5.2020;Banska Bystrica;-0.7;Rainy;96;N
14.5.2020;Banska Bystrica;5.4;Snowy;68;NE
15.5.2020;Banska Bystrica;3.5;Clear;25;N
16.5.2020;Banska Bystrica;-3.3;Clear;98;NE
17.5.2020;Banska Bystrica;-8.3;Rainy;63;N
18.5.2020;Banska Bystrica;29.4;Cloudy;73;S
19.5.2020;Banska Bystrica;16.2;Snowy;41;E
20.5.2020;Banska Bystrica;25.1;Cloudy;100;SE
21.5.2020;Banska Bystrica;29.3;Foggy;57;W
22.5.2020;Banska Bystrica;27.2;Foggy;69;SW
23.5.2020;Banska Bystrica;4.7;Cloudy;20;SE
24.5.2020;Banska Bystrica;-6.2;Cloudy;98;N
25.5.2020;Banska Bystrica;11.3;Snowy;49;SW
26.5.2020;Banska Bystrica;-5.7;Snowy;37;SW
27.5.2020;Banska Bystrica;17.4;Snowy;90;S
28.5.2020;Banska Bystrica;21.3;Snowy;57;E
29.5.2020;Banska Bystrica;20.3;Snowy;67;N
30.5.2020;Banska Bystrica;11.4;Clear;58;S
31.5.2020;Banska Bystrica;25.1;Clear;58;NE
1.6.2020;Banska Bystrica;34.4;Snowy;45;N
2.6.2020;Banska Bystrica;-1.8;Snowy;35;S
3.6.2020;Banska Bystrica;15.3;Cloudy;76;E
4.6.2020;Banska Bystrica;-4.1;Rainy;90;SE
5.6.2020;Banska Bystrica;34.5;Clear;33;N
6.6.2020;Banska Bystrica;17.3;Clear;96;SE
7.6.2020;Banska Bystrica;-6.6;Clear;69;S
8.6.2020;Banska Bystrica;12.1;Clear;59;N
9.6.2020;Banska Bystrica;4.6;Foggy;73;N
10.6.2020;Banska Bystrica;21.8;Cloudy;83;E
11.6.2020;Banska Bystrica;32.9;Snowy;46;N
12.6.2020;Banska Bystrica;32.3;Cloudy;44;SW
13.6.2020;Banska Bystrica;26.2;Foggy;96;NE
14.6.2020;Banska Bystrica;15.4;Rainy;71;N
15.6.2020;Banska Bystrica;-0.1;Clear;28;E
16.6.2020;Banska Bystrica;23.8;Rainy;46;W
17.6.2020;Banska Bystrica;-6.2;Foggy;25;NE
18.6.2020;Banska Bystrica;33.7;Snowy;30;E
19.6.2020;Banska Bystrica;32.0;Snowy;91;E
20.6.2020;Banska Bystrica;19.7;Clear;51;N
21.6.2020;Banska Bystrica;19.0;Clear;22;SE
22.6.2020;Banska Bystrica;26.1;Rainy;29;W
23.6.2020;Banska Bystrica;33.1;Cloudy;39;NW
24.6.2020;Banska Bystrica;5.5;Clear;51;SW
25.6.2020;Banska Bystrica;3.8;Foggy;35;E
26.6.2020;Banska Bystrica;17.9;Clear;81;SW
27.6.2020;Banska Bystrica;21.9;Clear;95;NW
28.6.2020;Banska Bystrica;23.5;Foggy;32;S
29.6.2020;Banska Bystrica;-5.0;Snowy;99;NW
30.6.2020;Banska Bystrica;16.3;Snowy;100;S
1.7.2020;Banska Bystrica;0.3;Snowy;63;W
2.7.2020;Banska Bystrica;34.2;Cloudy;77;S
3.7.2020;Banska Bystrica;14.2;Cloudy;26;NE
4.7.2020;Banska Bystrica;-8.3;Foggy;100;SW
5.7.2020;Banska Bystrica;23.4;Cloudy;65;S
6.7.2020;Banska Bystrica;19.7;Cloudy;83;SW
7.7.2020;Banska Bystrica;16.5;Rainy;48;E
8.7.2020;Banska Bystrica;7.2;Foggy;50;SE
9.7.2020;Banska Bystrica;8.3;Clear;90;SW
10.7.2020;Banska Bystrica;16.8;Clear;83;NW
11.7.2020;Banska Bystrica;-2.4;Foggy;36;SW
12.7.2020;Banska Bystrica;9.6;Rainy;77;SE
13.7.2020;Banska Bystrica;34.6;Cloudy;21;S
14.7.2020;Banska Bystrica;17.4;Clear;99;E
15.7.2020;Banska Bystrica;24.8;Snowy;80;SE
16.7.2020;Banska Bystrica;14.1;Snowy;90;S
17.7.2020;Banska Bystrica;27.9;Cloudy;92;NE
18.7.2020;Banska Bystrica;30.4;Rainy;48;W
