Date;City;Temperature (°C);Sky Condition;Humidity (%);Wind Direction
6.4.2020;Trencin;19.9;Cloudy;33;NW
7.4.2020;Trencin;2.1;Cloudy;39;NW
8.4.2020;Trencin;18.7;Foggy;88;SW
9.4.2020;Trencin;-9.2;Cloudy;41;NE
10.4.2020;Trencin;5.2;Cloudy;26;N
11.4.2020;Trencin;13.0;Clear;61;NE
12.4.2020;Trencin;27.5;Foggy;48;SW
13.4.2020;Trencin;29.8;Cloudy;33;N
14.4.2020;Trencin;5.6;Clear;89;NW
15.4.2020;Trencin;20.1;Rainy;26;SW
16.4.2020;Trencin;-8.1;Rainy;79;NE
17.4.2020;Trencin;26.7;Cloudy;85;N
18.4.2020;Trencin;14.5;Foggy;23;N
19.4.2020;Trencin;30.4;Rainy;90;NE
20.4.2020;Trencin;4.4;Rainy;32;NE
21.4.2020;Trencin;27.0;Clear;80;E
22.4.2020;Trencin;27.9;Rainy;97;NW
23.4.2020;Trencin;8.0;Foggy;36;S
24.4.2020;Trencin;22.2;Clear;85;NW
25.4.2020;Trencin;3.6;Clear;77;NE
26.4.2020;Trencin;3.7;Snowy;57;N
27.4.2020;Trencin;-8.3;Rainy;96;E
28.4.2020;Trencin;-0.0;Rainy;84;SW
29.4.2020;Trencin;30.1;Clear;37;NW
30.4.2020;Trencin;-7.4;Snowy;81;N
1.5.2020;Trencin;8.1;Cloudy;74;W
2.5.2020;Trencin;6.0;Cloudy;27;S
3.5.2020;Trencin;3.9;Foggy;21;N
4.5.2020;Trencin;26.6;Foggy;33;E
5.5.2020;Trencin;5.0;Snowy;64;NE
6.5.2020;Trencin;2.7;Foggy;84;S
7.5.2020;Trencin;-4.1;Foggy;35;NW
8.5.2020;Trencin;27.0;Snowy;74;S
9.5.2020;Trencin;30.3;Snowy;75;NE
10.5.2020;Trencin;14.3;Snowy;43;S
11.5.2020;Trencin;0.2;Foggy;31;NW
12.5.2020;Trencin;-7.6;Clear;87;SW
13.5.2020;Trencin;29.6;Snowy;25;NE
14.5.2020;Trencin;8.3;Clear;85;SE
15.5.2020;Trencin;4.4;Cloudy;34;SW
16.5.2020;Trencin;28.2;Cloudy;67;E
17.5.2020;Trencin;-1.9;Rainy;41;N
18.5.2020;Trencin;0.6;Cloudy;44;E
19.5.2020;Trencin;18.6;Rainy;63;SE
20.5.2020;Trencin;27.5;Clear;28;E
21.5.2020;Trencin;5.3;Foggy;91;W
22.5.2020;Trencin;30.3;Clear;78;SW
23.5.2020;Trencin;-1.7;Snowy;79;NE
24.5.2020;Trencin;-8.2;Clear;84;W
25.5.2020;Trencin;25.8;Rainy;31;E
26.5.2020;Trencin;15.6;Rainy;94;S
27.5.2020;Trencin;-8.6;Cloudy;49;E
28.5.2020;Trencin;31.9;Rainy;32;E
29.5.2020;Trencin;4.9;Rainy;20;S
30.5.2020;Trencin;23.7;Rainy;24;SW
31.5.2020;Trencin;-5.6;Cloudy;65;W
1.6.2020;Trencin;-5.2;Snowy;72;W
2.6.2020;Trencin;-7.4;Foggy;37;NE
3.6.2020;Trencin;29.0;Snowy;95;N
4.6.2020;Trencin;4.0;Rainy;50;SE
5.6.2020;Trencin;-9.6;Cloudy;75;NW
6.6.2020;Trencin;17.6;Rainy;25;S
7.6.2020;Trencin;18.9;Cloudy;43;NE
8.6.2020;Trencin;8.3;Snowy;54;N
9.6.2020;Trencin;9.4;Snowy;28;NE
10.6.2020;Trencin;10.4;Cloudy;39;SW
11.6.2020;Trencin;-6.8;Foggy;44;NW
12.6.2020;Trencin;14.0;Cloudy;50;NE
13.6.2020;Trencin;-5.6;Cloudy;62;NE
14.6.2020;Trencin;-3.1;Snowy;24;N
15.6.2020;Trencin;20.5;Cloudy;67;NE
16.6.2020;Trencin;-8.3;Cloudy;39;NE
17.6.2020;Trencin;4.9;Rainy;48;E
18.6.2020;Trencin;12.6;Snowy;56;NW
19.6.2020;Trencin;32.8;Rainy;33;NW
20.6.2020;Trencin;-9.7;Foggy;83;SE
21.6.2020;Trencin;21.5;Clear;85;S
22.6.2020;Trencin;13.2;Cloudy;61;E
23.6.2020;Trencin;12.5;Snowy;64;N
24.6.2020;Trencin;1.6;Clear;45;NW
25.6.2020;Trencin;3.4;Rainy;36;SE
26.6.2020;Trencin;5.6;Rainy;82;S
27.6.2020;Trencin;21.5;Snowy;83;N
28.6.2020;Trencin;33.0;Rainy;35;SW
29.6.2020;Trencin;8.6;Snowy;76;NW
30.6.2020;Trencin;20.3;Rainy;54;E
1.7.2020;Trencin;4.1;Rainy;75;N
2.7.2020;Trencin;0.2;Foggy;82;NW
3.7.2020;Trencin;23.6;Clear;61;SW
4.7.2020;Trencin;-2.9;Cloudy;50;NW
5.7.2020;Trencin;30.6;Foggy;81;S
6.7.2020;Trencin;5.3;Foggy;45;E
7.7.2020;Trencin;7.3;Cloudy;46;N
8.7.2020;Trencin;-7.3;Foggy;91;NW
9.7.2020;Trencin;14.6;Foggy;57;SE
10.7.2020;Trencin;30.4;Foggy;89;E
11.7.2020;Trencin;13.9;Clear;35;E
12.7.2020;Trencin;-2.8;Foggy;65;SE
13.7.2020;Trencin;16.5;Rainy;56;SW
14.7.2020;Trencin;14.1;Foggy;57;NW
15.7.2020;Trencin;-7.3;Snowy;58;NW
16.7.2020;Trencin;-2.3;Cloudy;47;N
17.7.2020;Trencin;-6.5;Snowy;82;N
18.7.2020;Trencin;2.3;Cloudy;52;NE
